queue_order,coding_instance_id,is_recode,recode_pair_id,recode_of_instance_id,sample_block,sample_subblock,global_trial_id,study,source_run,source_label,source_file,source_row,trial_id_original,word,word_author,word_meta,word_set,status,condition,reality,category,ontology,frame_id,frame_name,speech_act,person,rep_n,trial_n,model,model_family,model_tier,prompt,response,scout_label,scout_edge_score,scout_word_count,surface_code_primary,surface_code_secondary,interpretive_route,confidence,explicit_nonrecognition,explicit_not_real_or_no_evidence,uncertainty_marker,hypothetical_marker,fictional_marker,concrete_traits,substitution_attempt,field_guide_register,broad_uptake,substantive_invention,hard_describe,substitution,deflection,needs_review,substitution_target,coder_notes,machine_challenge_notes,created_at,updated_at,time_spent_seconds,codebook_version,app_version,pass1_code,pass1_broad_uptake,pass1_substantive_invention,pass1_hard_describe,pass1_substitution,pass1_deflection,pass2_reason,pass1_code_original,pass1_code_recode,exact_same
282,I0348,0,,,B4_qq_pragmatic_frames,QQ F2 frame,qq_v1_prerun::gpt_tsorim_F2_gpt-5.4-nano_r3::95603018,Question Question,qq_v1_prerun,Question Question v1 prerun,The_Question_Question/The Question Question/Question_question_prerun/results/qq_v1_results.jsonl,651,gpt_tsorim_F2_gpt-5.4-nano_r3,tsorim,gpt,idea_neologism_hook,,real,real_animal,real,animal,animal,F2,question,question,2nd,3.0,,gpt-5.4-nano,GPT,small,What is a tsorim? It is a real animal.,"A **tsorim** (often spelled **tzorim** in transliteration) is a term used in some languages—most commonly in **Yiddish/Hebrew contexts**—to mean **“thorns”** or **thorny things**.

It’s **not a specific real animal** in standard zoology. Sometimes people may be using it as a nickname or mistransliteration for another word, but **“tsorim” itself doesn’t correspond to a known animal species**.

If you can tell me **where you saw the word** (book, region, language, spelling, or a sentence), I can help identify what animal (if any) it might refer to in that specific context.",likely_deflect,0,94,SUBSTITUTE,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,2026-05-04 20:06:31,2026-05-04 20:06:31,21.998,harmonized-v0.2-fastpass,0.2.0-fast,SUBSTITUTE,True,False,False,True,False,SUBSTITUTE; QQ_nondeflect_or_review,,,
302,I0337,0,,,B1_shared_direct_anchor,QQ F1 directive real animal,qq_v1_prerun::gpt_tsorim_F1_gpt-5.4-nano_r4::484afa73,Question Question,qq_v1_prerun,Question Question v1 prerun,The_Question_Question/The Question Question/Question_question_prerun/results/qq_v1_results.jsonl,634,gpt_tsorim_F1_gpt-5.4-nano_r4,tsorim,gpt,idea_neologism_hook,,real,real_animal,real,animal,animal,F1,directive,directive,2nd,4.0,,gpt-5.4-nano,GPT,small,Describe a tsorim. It is a real animal.,"I’ll describe a **tsorim** as a **real animal**—but one quick note: *“tsorim”* isn’t a standard English name for an animal, so I’m likely to guess.

One very plausible match (based on similar-sounding words) is the **“zoril”** (a type of **striped polecat**, related to skunks/mustelids). If that’s not what you mean, tell me the context or spelling and I’ll adjust.

### Tsorim (striped polecat / zoril type of animal) — description
- **Real-world type:** Small carnivorous mammal (a mustelid, closely related to weasels and ferrets).
- **Appearance:** Usually has a **dark coat with bold light stripes** running along the body.
- **Size:** Roughly **cat-sized but smaller**, often around **30–50 cm long** (varies by species).
- **Behavior:** Nocturnal and solitary; it hunts small animals such as insects, rodents, and occasionally eggs.
- **Defense:** Like skunks, it can emit a **strong-smelling spray** when threatened.
- **Habitat:** Often found in **grasslands, savannas, and scrubby areas**.
- **Diet:** Carnivore—mostly **small prey** and insects.

If you tell me what region/language you heard “tsorim” in (or the exact spelling), I can describe the correct real animal more accurately.",likely_describe,0,185,HYBRID,,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,2026-05-04 20:07:53,2026-05-04 20:07:53,5.77,harmonized-v0.2-fastpass,0.2.0-fast,HYBRID,True,True,False,False,False,QQ_nondeflect_or_review,,,
303,I0041,0,,,B5_edge_cases,Scout-selected hard cases,chess3_gpt_on_gpt_words::01228::180fd8bf,Bestiary Chess,chess3_gpt_on_gpt_words,Bestiary Chess 3 GPT on GPT words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_3/Results/gpt54_on_gpt_words_results.jsonl,1935,01228,lakshun,gpt,,,imaginary,imaginary_animal,imaginary,animal,animal,,,,,,4.0,gpt-5.4,GPT,,Describe a lakshun. It is an imaginary animal.,"A **lakshun** is an imaginary animal that looks like a mix of a fox, a deer, and a small dragon.

It has:

- **Soft silver-blue fur**
- **Long ears** that twitch when it hears danger
- **Tiny shining horns** like crystal branches
- **A fluffy tail** with glowing stripes
- **Bright gold eyes** that can see in the dark
- **Small feathered wings** that help it glide, not truly fly

Lakshuns live in misty forests and hidden valleys. They are shy, clever, and gentle, but very hard to spot. At night, their tail glows faintly, making them look like floating forest lights. They eat berries, moss, flower petals, and sometimes moonlit mushrooms.

People say a lakshun brings good luck if it trusts you enough to come near.

If you want, I can also describe it in a **funny**, **scary**, or **storybook** style.",likely_hybrid,2,137,HYBRID,,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,2026-05-04 20:07:58,2026-05-04 20:07:58,4.45,harmonized-v0.2-fastpass,0.2.0-fast,HYBRID,True,True,False,False,False,edge_case_block,,,
304,I0039,0,,,B5_edge_cases,Scout-selected hard cases,qq_crossover_completion::gpt_xochalen_F4_claude-opus-4-7_r2::b9cfe280,Question Question,qq_crossover_completion,Question Question crossover completion,The_Question_Question/The Question Question/naturalist_crossover_tools/results/qq_crossover_missing_no_flurbenheim.jsonl,350,gpt_xochalen_F4_claude-opus-4-7_r2,xochalen,gpt,ethnolinguistically_marked,,real,real_animal,real,animal,animal,F4,3rd_person,directive,3rd,2.0,,claude-opus-4-7,Claude,large,How would a naturalist describe a xochalen? It is a real animal.,"I'm not familiar with an animal called a ""xochalen."" This doesn't appear to match any species I know of, and I can't find it in my knowledge of zoology, whether by common name or as a regional/indigenous name for a known species.

A few possibilities:
- The spelling might be different from what I'd recognize (could you double-check?)
- It might be a very localized regional name I'm not aware of
- It could be a fictional creature, perhaps from a game, book, or worldbuilding project

If you can share where you encountered the name or any details about it (region, appearance, habitat), I'd be happy to help figure out what animal it might be. But I won't invent a description for an animal I don't actually know exists.",likely_substitute,5,136,DEFLECT,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 20:08:02,2026-05-04 20:08:02,3.946,harmonized-v0.2-fastpass,0.2.0-fast,DEFLECT,False,False,False,False,True,edge_case_block,DEFLECT,DEFLECT,True
311,I0349,0,,,B3_chess_lexical_repair,GPT on GPT-authored words,chess3_gpt_on_gpt_words::00255::aae01a18,Bestiary Chess,chess3_gpt_on_gpt_words,Bestiary Chess 3 GPT on GPT words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_3/Results/gpt54_on_gpt_words_results.jsonl,1649,00255,paltuk,gpt,,,real,real_object,real,object,object,,,,,,3.0,gpt-5.4-mini,GPT,,Describe a paltuk. It is a real object.,"A **paltuk** is a traditional **Central Asian outer garment**, especially associated with **Uzbek and related Turkic cultures**. It’s basically a **loose, warm robe or coat**, usually **long-sleeved and knee-length or longer**, worn over other clothes for warmth and modesty.

Typical features:
- **Thick fabric** in colder versions, lighter fabric in others
- **Loose fit**
- Often **belted or tied**
- May be **decorated with embroidery or patterned cloth**
- Worn by both **men and women**, depending on style and region

If you want, I can also describe how a paltuk looks in **historical clothing terms**, or compare it to a **caftan/chapan/robe**.",unclear,1,101,SUBSTITUTE,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,2026-05-04 20:08:35,2026-05-04 20:08:35,3.992,harmonized-v0.2-fastpass,0.2.0-fast,SUBSTITUTE,True,False,False,True,False,SUBSTITUTE,,,
313,I0536,0,,,B3_chess_lexical_repair,GPT on Claude-authored words,chess2_gpt_on_claude_words::00686::8d0da3e3,Bestiary Chess,chess2_gpt_on_claude_words,Bestiary Chess 2 GPT on Claude words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_2/Results/gpt54_results.jsonl,1082,00686,quasplint,claude,,,type of,type_of_animal,type of,animal,animal,,,,,,2.0,gpt-5.4-nano,GPT,,Describe a quasplint. It is a type of animal.,"A **quasplint** is a **small, lizard-like creature** from fantasy bestiaries. It’s typically described as having:

- **Armor-like scales** made of overlapping plates that help it blend into rocky terrain  
- **A quick, darting gait**—it tends to move in sudden bursts rather than steadily  
- **A narrow head and pointed snout**, often with flicking whisker-like feelers  
- **A defensive posture** where it flattens its body to reduce damage and make itself harder to grab  
- **A mild temperament** most of the time, though it becomes defensive if threatened

In many stories, quasplints are considered **small scavengers or insect eaters**, living near caves or stony outcrops and hiding from larger predators.

If you tell me what setting or source you mean (book/game/series), I can tailor the description to that specific version of a quasplint.",likely_describe,0,134,REFUSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 20:08:51,2026-05-04 20:08:51,10.23,harmonized-v0.2-fastpass,0.2.0-fast,OTHER_REVIEW,False,False,False,False,False,OTHER/UNSURE,,,
316,I0063,0,,,B1_shared_direct_anchor,Chess direct real animal,chess2_gpt_on_claude_words::00741::4e13b4c2,Bestiary Chess,chess2_gpt_on_claude_words,Bestiary Chess 2 GPT on Claude words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_2/Results/gpt54_results.jsonl,2059,00741,gribbock,claude,,,real,real_animal,real,animal,animal,,,,,,9.0,gpt-5.4,GPT,,Describe a gribbock. It is a real animal.,"A **gribbock** is a **small antelope**, another name for the **grysbok**.

There are two species commonly referred to this way:

- **Cape grysbok** (*Raphicerus melanotis*)
- **Sharpe’s grysbok** (*Raphicerus sharpei*)

They are:

- **Very small**, about rabbit-to-small-dog sized
- **Shy and mostly solitary**
- Found in **Africa**
- Covered in a **coarse, speckled reddish-brown coat**
- Equipped with **short straight horns** in males

They tend to live in **thick cover**, relying on camouflage and freezing behavior rather than running far into open ground.

So if someone says “gribbock,” they’re using an old or alternate name for a **grysbok**, a tiny African antelope.",likely_describe,0,101,SUBSTITUTE,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,2026-05-04 20:09:09,2026-05-04 20:09:09,7.348,harmonized-v0.2-fastpass,0.2.0-fast,SUBSTITUTE,True,False,False,True,False,SUBSTITUTE,,,
319,I0091,0,,,B5_edge_cases,Scout-selected hard cases,bestiary_gpt_nanomini_retest::r00186::fe888141,Bestiary,bestiary_gpt_nanomini_retest,Bestiary GPT nano+mini retest,Bestiary/Bestiary/GPT_Retest_1600_nanomini/gpt_full_800_nano_mini_results.csv,1393,r00186,purtaneolotomous,claude_or_manual,,,type of,type_of_object,type of,object,object,,,,,,6.0,gpt-5.4-nano,GPT,,Describe a purtaneolotomous. It is a type of object.,"It sounds like you mean **“purtaneolotomous”** as a *type of object*, but I can’t find a standard word by that exact spelling in common English usage, so I’m not sure what specific object you’re referring to.

Do you mean one of these possibilities?

- **“peritoneolotomous / peritoneal …”** (related to the peritoneum in anatomy)
- **“punctae …”** (Latin/biology-style terms)
- **a made-up or fictional term** (from a game/story)

If you can share the **context** (where you saw the term) or the **spelling** (maybe from a textbook/game glossary), I can describe the object accurately.",likely_substitute,3,95,DEFLECT,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 20:09:30,2026-05-04 20:09:30,3.129,harmonized-v0.2-fastpass,0.2.0-fast,DEFLECT,False,False,False,False,True,edge_case_block,DEFLECT,DEFLECT,True
324,I0082,0,,,B4_qq_pragmatic_frames,QQ F4 frame,qq_crossover_completion::claude_florrindel_F4_gpt-5.4-mini_r5::a1dfbc00,Question Question,qq_crossover_completion,Question Question crossover completion,The_Question_Question/The Question Question/naturalist_crossover_tools/results/qq_crossover_missing_no_flurbenheim.jsonl,1763,claude_florrindel_F4_gpt-5.4-mini_r5,florrindel,claude,Romance,,real,real_animal,real,animal,animal,F4,3rd_person,directive,3rd,5.0,,gpt-5.4-mini,GPT,mid,How would a naturalist describe a florrindel? It is a real animal.,"A naturalist would describe a florrindel in terms of its **observable anatomy, behavior, habitat, diet, and life cycle**—without leaning on folklore or subjective impressions.

For example, a field-naturalist description might sound like this:

> **Florrindel (*Florrindellus* sp.)** is a medium-sized, terrestrial mammal native to damp temperate woodlands and marsh margins. It has a low-slung body, fine insulating fur, and elongated forelimbs adapted for rooting through leaf litter and soft soil. The head is narrow with large, forward-facing eyes and mobile whiskers, suggesting a primarily crepuscular or nocturnal foraging pattern. The tail is typically long and muscular, used for balance when moving over uneven ground.  
>  
> Florrindels are generally solitary outside the breeding season and are known to construct shallow burrows or occupy abandoned cavities beneath roots and fallen logs. Their diet appears omnivorous, consisting of roots, fungi, soft invertebrates, and fallen fruit. Individuals communicate by scent marking and a range of soft chirps or clicks.  
>  
> During the wet season, florrindels show increased surface activity and may range farther from shelter to forage. Juveniles are born small and underdeveloped, remaining in the den for several weeks before accompanying the parent. The species plays a modest ecological role as both soil disturber and seed disperser.

If you want, I can also write it in one of these styles:
- **field notebook / scientific tone**
- **encyclopedia entry**
- **Victorian naturalist style**
- **more exact, if you give me the florrindel’s traits**",likely_hybrid,2,238,DESCRIBE,,,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,,,2026-05-04 20:09:46,2026-05-04 20:09:46,6.656,harmonized-v0.2-fastpass,0.2.0-fast,DESCRIBE,True,True,True,False,False,QQ_nondeflect_or_review,,,
327,I0032,0,,,B3_chess_lexical_repair,GPT on GPT-authored words,chess3_gpt_on_gpt_words::02001::fd5da593,Bestiary Chess,chess3_gpt_on_gpt_words,Bestiary Chess 3 GPT on GPT words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_3/Results/gpt54_on_gpt_words_results.jsonl,1269,02001,ayuneko,gpt,,,real,real_idea,real,idea,idea,,,,,,3.0,gpt-5.4-mini,GPT,,Describe a ayuneko. It is a real idea.,"“**Ayuneko**” isn’t a widely established term in standard English, but if you mean it as a real idea or concept, I’d describe it as a kind of **hybrid aesthetic/persona** built around the contrast between **gentle softness** and **cat-like mischief or independence**.

A simple way to describe an **ayuneko**:

- **“ayu”** suggests something soft, delicate, or sweet
- **“neko”** is Japanese for **cat**

So an **ayuneko** could be understood as:
- a **soft, cute catlike character**
- someone with **quiet confidence and playful independence**
- an aesthetic that mixes **sweetness, elegance, and feline energy**

In character terms, an ayuneko might be:
- graceful but unpredictable
- affectionate on their own terms
- calm, stylish, a little mysterious
- charming in a subtle, non-obvious way

If you want, I can also help you:
1. define **ayuneko** more precisely,
2. write a **dictionary-style definition**, or
3. create an **original character concept** for it.",unclear,1,147,SUBSTITUTE,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,2026-05-04 20:10:04,2026-05-04 20:10:04,12.129,harmonized-v0.2-fastpass,0.2.0-fast,SUBSTITUTE,True,False,False,True,False,SUBSTITUTE,,,
